variant,baseline,param_type,n_expected,n_filled,param_coverage,type_match,exact5_on_hits,exact20_on_hits,n_queries
orig,tfidf_optimization_role_repair,integer,205,161,0.7853658536585366,0.9503105590062112,0.22929936305732485,0.22929936305732485,331
orig,tfidf_optimization_role_repair,percent,109,96,0.8807339449541285,0.5,0.4583333333333333,0.53125,331
orig,tfidf_relation_aware_basic,currency,382,298,0.7801047120418848,0.5805369127516778,0.27986348122866894,0.32081911262798635,331
orig,tfidf_relation_aware_basic,float,1151,969,0.841876629018245,0.8740970072239422,0.18002081165452655,0.21227887617065558,331
orig,tfidf_relation_aware_basic,integer,205,160,0.7804878048780488,0.94375,0.14102564102564102,0.14102564102564102,331
orig,tfidf_relation_aware_basic,percent,109,91,0.8348623853211009,0.5274725274725275,0.5164835164835165,0.5714285714285714,331
orig,tfidf_relation_aware_full,currency,382,309,0.8089005235602095,0.5436893203883495,0.3190789473684211,0.34868421052631576,331
orig,tfidf_relation_aware_full,float,1151,958,0.8323197219808862,0.8549060542797495,0.24526315789473685,0.2768421052631579,331
orig,tfidf_relation_aware_full,integer,205,161,0.7853658536585366,0.9192546583850931,0.1464968152866242,0.15286624203821655,331
orig,tfidf_relation_aware_full,percent,109,89,0.8165137614678899,0.5393258426966292,0.4943820224719101,0.5168539325842697,331
orig,tfidf_relation_aware_ops,currency,382,299,0.7827225130890052,0.5384615384615384,0.2585034013605442,0.30272108843537415,331
orig,tfidf_relation_aware_ops,float,1151,969,0.841876629018245,0.8575851393188855,0.19042663891779396,0.2133194588969823,331
orig,tfidf_relation_aware_ops,integer,205,160,0.7804878048780488,0.94375,0.11538461538461539,0.1282051282051282,331
orig,tfidf_relation_aware_ops,percent,109,91,0.8348623853211009,0.5164835164835165,0.4945054945054945,0.5164835164835165,331
orig,tfidf_relation_aware_semantic,currency,382,310,0.8115183246073299,0.5419354838709678,0.2819672131147541,0.3114754098360656,331
orig,tfidf_relation_aware_semantic,float,1151,957,0.8314509122502172,0.8568443051201672,0.20969441517386722,0.23919915700737618,331
orig,tfidf_relation_aware_semantic,integer,205,160,0.7804878048780488,0.9375,0.14743589743589744,0.15384615384615385,331
orig,tfidf_relation_aware_semantic,percent,109,87,0.7981651376146789,0.5517241379310345,0.4942528735632184,0.5287356321839081,331
orig,tfidf_semantic_ir_repair,currency,382,249,0.6518324607329843,0.6987951807228916,0.26639344262295084,0.29918032786885246,331
orig,tfidf_semantic_ir_repair,float,1151,967,0.840139009556907,0.8759048603929679,0.27424400417101147,0.3149113660062565,331
orig,tfidf_semantic_ir_repair,integer,205,163,0.7951219512195122,0.901840490797546,0.18867924528301888,0.1949685534591195,331
orig,tfidf_semantic_ir_repair,percent,109,63,0.5779816513761468,0.7619047619047619,0.6031746031746031,0.6190476190476191,331
short,bm25,currency,382,21,0.0549738219895288,0.19047619047619047,0.09523809523809523,0.09523809523809523,331
short,bm25,float,1151,74,0.06429192006950478,0.8513513513513513,0.0684931506849315,0.0684931506849315,331
short,bm25,integer,205,41,0.2,0.9512195121951219,0.5897435897435898,0.5897435897435898,331
short,bm25,percent,109,6,0.05504587155963303,0.0,0.0,0.0,331
short,lsa,currency,382,21,0.0549738219895288,0.19047619047619047,0.09523809523809523,0.09523809523809523,331
short,lsa,float,1151,72,0.06255430060816682,0.8472222222222222,0.07042253521126761,0.07042253521126761,331
short,lsa,integer,205,39,0.1902439024390244,0.9487179487179487,0.5897435897435898,0.5897435897435898,331
short,lsa,percent,109,5,0.045871559633027525,0.0,0.0,0.0,331
short,oracle,currency,382,24,0.06282722513089005,0.16666666666666666,0.08333333333333333,0.08333333333333333,331
short,oracle,float,1151,87,0.07558644656820157,0.8620689655172413,0.05747126436781609,0.05747126436781609,331
short,oracle,integer,205,50,0.24390243902439024,0.94,0.58,0.58,331
short,oracle,percent,109,7,0.06422018348623854,0.0,0.0,0.0,331
short,random,currency,382,0,0.0,,,,331
short,random,float,1151,1,0.0008688097306689834,1.0,0.0,0.0,331
short,random,integer,205,1,0.004878048780487805,1.0,,,331
short,random,percent,109,0,0.0,,,,331
short,tfidf,currency,382,20,0.05235602094240838,0.2,0.1,0.1,331
short,tfidf,float,1151,74,0.06429192006950478,0.8513513513513513,0.0684931506849315,0.0684931506849315,331
short,tfidf,integer,205,41,0.2,0.9512195121951219,0.575,0.575,331
short,tfidf,percent,109,5,0.045871559633027525,0.0,0.0,0.0,331
short,tfidf_acceptance_rerank,currency,382,17,0.04450261780104712,0.23529411764705882,0.11764705882352941,0.11764705882352941,331
short,tfidf_acceptance_rerank,float,1151,69,0.05994787141615986,0.8405797101449275,0.058823529411764705,0.058823529411764705,331
short,tfidf_acceptance_rerank,integer,205,48,0.23414634146341465,0.9583333333333334,0.6,0.6,331
short,tfidf_acceptance_rerank,percent,109,5,0.045871559633027525,0.0,0.0,0.0,331
short,tfidf_ambiguity_aware_abstain,currency,382,2,0.005235602094240838,1.0,1.0,1.0,331
short,tfidf_ambiguity_aware_abstain,float,1151,13,0.011294526498696786,0.5384615384615384,0.3076923076923077,0.3076923076923077,331
short,tfidf_ambiguity_aware_abstain,integer,205,6,0.02926829268292683,1.0,0.2,0.2,331
short,tfidf_ambiguity_aware_abstain,percent,109,0,0.0,,,,331
short,tfidf_ambiguity_aware_beam,currency,382,6,0.015706806282722512,1.0,0.8333333333333334,0.8333333333333334,331
short,tfidf_ambiguity_aware_beam,float,1151,20,0.01737619461337967,0.55,0.3,0.3,331
short,tfidf_ambiguity_aware_beam,integer,205,15,0.07317073170731707,0.8666666666666667,0.21428571428571427,0.21428571428571427,331
short,tfidf_ambiguity_aware_beam,percent,109,0,0.0,,,,331
short,tfidf_ambiguity_aware_full,currency,382,6,0.015706806282722512,1.0,0.8333333333333334,0.8333333333333334,331
short,tfidf_ambiguity_aware_full,float,1151,20,0.01737619461337967,0.55,0.3,0.3,331
short,tfidf_ambiguity_aware_full,integer,205,15,0.07317073170731707,0.8666666666666667,0.21428571428571427,0.21428571428571427,331
short,tfidf_ambiguity_aware_full,percent,109,0,0.0,,,,331
short,tfidf_ambiguity_candidate_greedy,currency,382,6,0.015706806282722512,1.0,0.8333333333333334,0.8333333333333334,331
short,tfidf_ambiguity_candidate_greedy,float,1151,20,0.01737619461337967,0.55,0.3,0.3,331
short,tfidf_ambiguity_candidate_greedy,integer,205,15,0.07317073170731707,0.8666666666666667,0.21428571428571427,0.21428571428571427,331
short,tfidf_ambiguity_candidate_greedy,percent,109,0,0.0,,,,331
short,tfidf_constrained,currency,382,9,0.02356020942408377,0.8888888888888888,0.4444444444444444,0.5555555555555556,331
short,tfidf_constrained,float,1151,87,0.07558644656820157,0.9310344827586207,0.06976744186046512,0.06976744186046512,331
short,tfidf_constrained,integer,205,44,0.2146341463414634,0.9318181818181818,0.6046511627906976,0.6046511627906976,331
short,tfidf_constrained,percent,109,0,0.0,,,,331
short,tfidf_global_compat_full,currency,382,6,0.015706806282722512,1.0,0.6666666666666666,0.6666666666666666,331
short,tfidf_global_compat_full,float,1151,21,0.018245004344048653,0.5714285714285714,0.3333333333333333,0.3333333333333333,331
short,tfidf_global_compat_full,integer,205,14,0.06829268292682927,0.8571428571428571,0.15384615384615385,0.15384615384615385,331
short,tfidf_global_compat_full,percent,109,0,0.0,,,,331
short,tfidf_global_compat_local,currency,382,6,0.015706806282722512,1.0,0.8333333333333334,0.8333333333333334,331
short,tfidf_global_compat_local,float,1151,20,0.01737619461337967,0.55,0.35,0.35,331
short,tfidf_global_compat_local,integer,205,15,0.07317073170731707,0.8666666666666667,0.14285714285714285,0.14285714285714285,331
short,tfidf_global_compat_local,percent,109,0,0.0,,,,331
short,tfidf_global_compat_pairwise,currency,382,6,0.015706806282722512,1.0,0.6666666666666666,0.6666666666666666,331
short,tfidf_global_compat_pairwise,float,1151,21,0.018245004344048653,0.5714285714285714,0.3333333333333333,0.3333333333333333,331
short,tfidf_global_compat_pairwise,integer,205,14,0.06829268292682927,0.8571428571428571,0.15384615384615385,0.15384615384615385,331
short,tfidf_global_compat_pairwise,percent,109,0,0.0,,,,331
short,tfidf_hierarchical_acceptance_rerank,currency,382,14,0.03664921465968586,0.2857142857142857,0.14285714285714285,0.14285714285714285,331
short,tfidf_hierarchical_acceptance_rerank,float,1151,62,0.05386620330147698,0.8387096774193549,0.04918032786885246,0.04918032786885246,331
short,tfidf_hierarchical_acceptance_rerank,integer,205,48,0.23414634146341465,0.9583333333333334,0.6,0.6,331
short,tfidf_hierarchical_acceptance_rerank,percent,109,3,0.027522935779816515,0.0,0.0,0.0,331
short,tfidf_optimization_role_repair,currency,382,6,0.015706806282722512,1.0,0.5,0.6666666666666666,331
short,tfidf_optimization_role_repair,float,1151,20,0.01737619461337967,0.55,0.4,0.4,331
short,tfidf_optimization_role_repair,integer,205,15,0.07317073170731707,0.8666666666666667,0.2857142857142857,0.2857142857142857,331
short,tfidf_optimization_role_repair,percent,109,0,0.0,,,,331
short,tfidf_relation_aware_basic,currency,382,8,0.020942408376963352,1.0,0.5,0.5,331
short,tfidf_relation_aware_basic,float,1151,20,0.01737619461337967,0.7,0.25,0.25,331
short,tfidf_relation_aware_basic,integer,205,13,0.06341463414634146,0.7692307692307693,0.08333333333333333,0.08333333333333333,331
short,tfidf_relation_aware_basic,percent,109,0,0.0,,,,331
short,tfidf_relation_aware_full,currency,382,6,0.015706806282722512,1.0,0.8333333333333334,0.8333333333333334,331
short,tfidf_relation_aware_full,float,1151,20,0.01737619461337967,0.55,0.3,0.3,331
short,tfidf_relation_aware_full,integer,205,15,0.07317073170731707,0.8666666666666667,0.21428571428571427,0.21428571428571427,331
short,tfidf_relation_aware_full,percent,109,0,0.0,,,,331
short,tfidf_relation_aware_ops,currency,382,7,0.01832460732984293,1.0,0.7142857142857143,0.7142857142857143,331
short,tfidf_relation_aware_ops,float,1151,22,0.019113814074717638,0.6363636363636364,0.22727272727272727,0.22727272727272727,331
short,tfidf_relation_aware_ops,integer,205,12,0.05853658536585366,0.8333333333333334,0.09090909090909091,0.09090909090909091,331
short,tfidf_relation_aware_ops,percent,109,0,0.0,,,,331
short,tfidf_relation_aware_semantic,currency,382,6,0.015706806282722512,1.0,0.8333333333333334,0.8333333333333334,331
short,tfidf_relation_aware_semantic,float,1151,20,0.01737619461337967,0.55,0.25,0.25,331
short,tfidf_relation_aware_semantic,integer,205,15,0.07317073170731707,0.8666666666666667,0.21428571428571427,0.21428571428571427,331
short,tfidf_relation_aware_semantic,percent,109,0,0.0,,,,331
short,tfidf_semantic_ir_repair,currency,382,8,0.020942408376963352,1.0,0.5,0.625,331
short,tfidf_semantic_ir_repair,float,1151,14,0.01216333622936577,0.6428571428571429,0.42857142857142855,0.42857142857142855,331
short,tfidf_semantic_ir_repair,integer,205,19,0.09268292682926829,0.7894736842105263,0.16666666666666666,0.16666666666666666,331
short,tfidf_semantic_ir_repair,percent,109,0,0.0,,,,331
